State,county,diff,votes_gop,votes_dem,total_votes,confirmed_cases,TOT_POP,"Less than a high school diploma, 2014-18","High school diploma only, 2014-18","Some college or associate's degree, 2014-18","Bachelor's degree or higher, 2014-18","Percent of adults with less than a high school diploma, 2014-18","Percent of adults with a high school diploma only, 2014-18","Percent of adults completing some college or associate's degree, 2014-18","Percent of adults with a bachelor's degree or higher, 2014-18"
NY,Hamilton,1047,2225,1178,3460,216,367804,617,1007,1231,681,17.4,28.5,34.8,19.3
TN,Hamilton,16586,92108,75522,171113,32638,367804,27043,68818,76418,78191,10.8,27.5,30.5,31.2
TX,Hamilton,2975,3616,641,4349,641,367804,1095,2000,1542,1288,18.5,33.8,26,21.7
GA,Hancock,-1822,1154,2976,4153,755,6620,1906,2866,1326,590,28.5,42.9,19.8,8.8
IN,Hancock,16101,28996,12895,42911,6996,6620,3130,16545,15451,15304,6.2,32.8,30.6,30.3
IA,Hancock,2707,4390,1683,6172,1345,6620,511,2827,2612,1787,6.6,36.5,33.8,23.1
KY,Hancock,1794,3145,1351,4587,698,6620,875,2480,1809,636,15.1,42.8,31.2,11
ME,Hancock,-4387,14982,19369,35325,656,6620,2427,13350,12208,13358,5.9,32.3,29.5,32.3
TN,Hancock,2010,2372,362,2744,327,6620,1134,2039,1059,551,23.7,42.6,22.1,11.5
WV,Hancock,6016,9806,3790,13800,1854,6620,2337,9043,6532,4058,10.6,41.2,29.7,18.5
TN,Hardeman,1580,5760,4180,10063,2708,25050,3806,8659,3647,2064,20.9,47.6,20.1,11.4
TX,Hardeman,1089,1330,241,1580,285,25050,571,952,803,396,21,35,29.5,14.5
IA,Hardin,2874,5850,2976,8989,1610,25652,1013,4169,4550,2397,8.4,34.4,37.5,19.8
TN,Hardin,7784,9559,1775,11538,2163,25652,3647,7969,4378,2590,19.6,42.9,23.6,13.9
TX,Hardin,20384,23858,3474,27635,2251,25652,4588,14891,12548,5765,12.1,39.4,33.2,15.3
TN,Hawkins,16322,20405,4083,24824,3980,56786,6637,17551,10768,5701,16.3,43.2,26.5,14
NC,Haywood,9690,22834,13144,36542,2573,17304,5383,11993,16512,11287,11.9,26.5,36.6,25
TN,Haywood,-669,3343,4012,7439,2140,17304,2208,5555,2999,1550,17.9,45.1,24.4,12.6
KY,Henderson,5091,12730,7639,20697,3918,28117,4222,11379,10640,5706,13.2,35.6,33.3,17.9
NC,Henderson,12821,40032,27211,68371,7101,28117,8546,20478,28435,26740,10.1,24.3,33.8,31.8
TN,Henderson,7705,9797,2092,12020,2423,28117,3637,7770,5261,2666,18.8,40.2,27.2,13.8
TX,Henderson,21851,28911,7060,36310,3428,28117,9317,19091,17861,10306,16.5,33.7,31.6,18.2
AL,Henry,4001,6607,2606,9298,961,32345,2412,4081,3487,2187,19.8,33.5,28.7,18
GA,Henry,-25184,48259,73443,122998,15500,32345,13591,44282,44080,40226,9.6,31.1,31,28.3
IN,Henry,9499,15043,5544,21030,5216,32345,3582,15107,10012,5726,10.4,43.9,29.1,16.6
IA,Henry,3232,6507,3275,9982,2719,32345,967,5149,4815,2744,7.1,37.7,35.2,20.1
MO,Henry,5408,8027,2619,10788,1657,32345,1876,6578,4646,2395,12.1,42.5,30,15.5
TN,Henry,7691,11239,3548,15047,2237,32345,3272,11010,5078,3986,14,47.2,21.8,17.1
TN,Hickman,5447,7577,2130,9832,1971,25178,3520,7704,4185,1900,20.3,44.5,24.2,11
AL,Houston,19701,32618,12917,46173,5050,8201,10261,22680,23681,15076,14.3,31.6,33,21
GA,Houston,9301,41540,32239,74838,8748,8201,9032,26902,35988,26999,9.1,27.2,36.4,27.3
MN,Houston,1481,6334,4853,11440,1405,8201,716,4462,4925,3188,5.4,33.6,37.1,24
TN,Houston,1847,2718,871,3686,738,8201,1336,2651,1156,609,23.2,46.1,20.1,10.6
TX,Houston,4746,7060,2314,9437,812,8201,3295,6157,4880,2360,19.7,36.9,29.2,14.1
TN,Humphreys,4103,6120,2017,8236,970,18582,2027,6090,3186,1733,15.5,46.7,24.4,13.3
AL,Jackson,15953,19670,3717,23636,5302,11786,6526,15181,10238,5280,17.5,40.8,27.5,14.2
AR,Jackson,2228,3593,1365,5091,2388,11786,2600,5061,3408,1254,21.1,41.1,27.7,10.2
GA,Jackson,21860,29502,7642,37675,7406,11786,7216,14274,13437,9306,16.3,32.3,30.4,21
IN,Jackson,10253,14555,4302,19238,4394,11786,4002,12955,8199,4626,13.4,43.5,27.5,15.5
IA,Jackson,2911,6940,4029,11135,1993,11786,1046,5705,4313,2568,7.7,41.9,31.6,18.8
KS,Jackson,2583,4435,1852,6468,1151,11786,496,3522,3064,1921,5.5,39.1,34,21.3
MI,Jackson,15377,47372,31995,80861,13098,11786,10304,36202,39822,23483,9.4,33,36.3,21.4
MN,Jackson,2203,3948,1745,5819,817,11786,489,2435,2624,1564,6.9,34.2,36.9,22
MO,Jackson,-73307,126535,199842,333063,28474,11786,45492,133015,145567,144748,9.7,28.4,31,30.9
NC,Jackson,1765,11356,9591,21428,2275,11786,3141,7205,8407,8226,11.6,26.7,31.2,30.5
OR,Jackson,4391,63869,59478,127165,0,11786,15862,40186,54988,41866,10.4,26.3,36,27.4
SD,Jackson,379,738,359,1115,246,11786,324,623,538,384,17.3,33.3,28.8,20.5
TN,Jackson,2983,4118,1135,5323,847,11786,1846,4014,1942,772,21.5,46.8,22.6,9
TX,Jackson,4198,5231,1033,6340,1359,11786,1651,3243,3359,1587,16.8,33,34.1,16.1
WV,Jackson,6886,10093,3207,13508,1412,11786,2623,9076,5374,3533,12.7,44,26.1,17.1
WI,Jackson,1535,5791,4256,10184,2548,11786,1676,5781,4921,2089,11.6,40,34,14.4
AL,Jefferson,-42845,138843,181688,325848,60544,54495,46025,120037,137208,145462,10.3,26.8,30.6,32.4
AR,Jefferson,-5460,9521,14981,25158,6307,54495,6620,18270,14074,8432,14,38.5,29.7,17.8
GA,Jefferson,-521,3537,4058,7639,1439,54495,2657,4399,2429,1175,24.9,41.3,22.8,11
ID,Jefferson,10438,12099,1661,14173,1685,54495,1749,4440,6220,3616,10.9,27.7,38.8,22.6
IN,Jefferson,4932,9663,4731,14697,2754,54495,2189,9370,6615,3972,9.9,42.3,29.9,17.9
IA,Jefferson,124,4443,4319,8959,1238,54495,935,3540,4263,4030,7.3,27.7,33.4,31.6
KS,Jefferson,3087,6193,3106,9581,59,54495,858,5350,4121,2899,6.5,40.4,31.2,21.9
KY,Jefferson,-77712,150646,228358,386629,67838,54495,52841,141834,160800,172885,10,26.8,30.4,32.7
MO,Jefferson,39523,77046,37523,116688,20665,54495,17126,48743,56558,30916,11.2,31.8,36.9,20.2
MT,Jefferson,2720,5345,2625,8191,947,54495,441,2435,2764,2909,5.2,28.5,32.3,34
NY,Jefferson,8322,25629,17307,43848,3978,54495,6457,24590,25207,16115,8.9,34,34.8,22.3
OR,Jefferson,2796,7189,4393,11913,0,54495,2215,4680,6010,2911,14,29.6,38,18.4
PA,Jefferson,13433,17960,4527,22824,1575,54495,3239,15712,7260,5136,10.3,50.1,23.2,16.4
TN,Jefferson,13997,18651,4654,23616,3706,54495,5827,14575,10925,6159,15.5,38.9,29.1,16.4
TX,Jefferson,1497,47570,46073,94739,16928,54495,27058,55151,53962,33160,16,32.6,31.9,19.6
WA,Jefferson,-10273,6931,17204,24792,306,54495,1353,5329,8162,10679,5.3,20.9,32,41.8
WV,Jefferson,2906,15033,12127,27703,2882,54495,4128,12401,10170,11911,10.7,32.1,26.3,30.8
WI,Jefferson,7304,27208,19904,47979,7587,54495,4931,19603,19119,14417,8.5,33.8,32.9,24.8
AR,Johnson,4655,6938,2283,9498,2112,17788,3565,7124,3860,2735,20.6,41.2,22.3,15.8
GA,Johnson,1628,2850,1222,4100,707,17788,1531,2959,1537,701,22.8,44,22.8,10.4
IN,Johnson,26483,51219,24736,77618,15598,17788,8059,31283,29384,32041,8,31,29.2,31.8
IA,Johnson,-36252,22925,59177,83851,12496,17788,4100,13985,22501,45730,4.7,16.2,26.1,53
KS,Johnson,-28628,155631,184259,349386,41210,17788,16315,56713,102989,217617,4.1,14.4,26.2,55.3
MO,Johnson,8515,15489,6974,23123,3680,17788,2478,9392,10336,8808,8,30.3,33.3,28.4
TN,Johnson,5222,6468,1246,7801,1902,17788,2772,5687,3571,1538,20.4,41.9,26.3,11.3
TX,Johnson,38164,54628,16464,72005,14503,17788,16223,36008,34875,19545,15.2,33.8,32.7,18.3
WY,Johnson,2984,3881,897,4914,375,17788,271,1793,2301,1768,4.4,29.2,37.5,28.8
IN,Knox,7588,11655,4067,16011,3432,470313,2885,8808,8851,4027,11.7,35.8,36,16.4
ME,Knox,-5128,9982,15110,25734,547,470313,1890,10059,8765,9317,6.3,33.5,29.2,31
MO,Knox,1146,1486,340,1854,173,470313,320,1233,701,422,12,46.1,26.2,15.8
TN,Knox,33118,124540,91422,220556,37325,470313,27363,78592,86557,111579,9,25.8,28.5,36.7
TX,Knox,915,1180,265,1456,165,470313,464,771,675,467,19.5,32.4,28.4,19.6
CA,Lake,-1818,13123,14941,28800,2826,7016,6872,13951,18247,7324,14.8,30.1,39.3,15.8
IL,Lake,-80438,123594,204032,334156,52129,7016,43138,96532,111551,205787,9.4,21.1,24.4,45
IN,Lake,-33110,91760,124870,219956,46550,7016,39031,114444,101349,72259,11.9,35,31,22.1
MI,Lake,1658,3946,2288,6323,329,7016,1538,3848,2632,1019,17,42.6,29.1,11.3
MN,Lake,-254,3393,3647,7202,592,7016,323,2554,2811,2415,4,31.5,34.7,29.8
MT,Lake,2406,9322,6916,16626,1800,7016,1790,6056,6816,5708,8.8,29.7,33.5,28
OR,Lake,2678,3470,792,4363,0,7016,772,2089,2120,910,13.1,35.5,36,15.4
SD,Lake,1613,3681,2068,5873,999,7016,664,2978,2125,2824,7.7,34.7,24.7,32.9
TN,Lake,966,1492,526,2034,1471,7016,1498,2480,1092,591,26.5,43.8,19.3,10.4
AL,Lauderdale,19806,31721,11915,44339,5355,25633,7979,22812,17453,15185,12.6,36,27.5,23.9
TN,Lauderdale,2481,5674,3193,8965,2389,25633,4127,7989,4246,1570,23,44.6,23.7,8.8
AL,Lawrence,8760,12322,3562,16031,2169,44142,4919,9710,6028,2738,21,41.5,25.8,11.7
AR,Lawrence,3489,4569,1080,5857,1576,44142,1636,4551,3393,1696,14.5,40.4,30.1,15
IN,Lawrence,10640,15601,4961,21025,4020,44142,3688,13939,9519,4996,11.5,43.4,29.6,15.5
MO,Lawrence,11212,14426,3214,17905,2646,44142,4277,9441,7879,3902,16.8,37,30.9,15.3
PA,Lawrence,13619,29597,15978,46076,4211,44142,6132,27175,15886,13379,9.8,43.4,25.4,21.4
SD,Lawrence,4216,8753,4537,13828,2491,44142,1118,5239,5064,6067,6.4,30,29,34.7
TN,Lawrence,12139,15334,3195,18718,4232,44142,5045,12953,7286,3604,17.5,44.8,25.2,12.5
ID,Lewis,1140,1489,349,1870,275,12268,312,794,1130,469,11.5,29.4,41.8,17.3
MO,Lewis,2569,3553,984,4609,620,12268,850,2995,1771,912,13,45.9,27.1,14
NY,Lewis,5070,8894,3824,12944,1757,12268,1869,8469,5039,2996,10.2,46.1,27.4,16.3
TN,Lewis,3402,4474,1072,5609,1100,12268,1297,3488,2685,970,15.4,41.3,31.8,11.5
WA,Lewis,14871,29391,14520,45309,2899,12268,6631,16047,22571,9161,12.2,29.5,41.5,16.8
WV,Lewis,4244,5782,1538,7457,806,12268,1502,5730,2805,1535,13,49.5,24.2,13.3
AR,Lincoln,1697,2729,1032,3875,2741,34366,1910,5127,2259,903,18.7,50.3,22.1,8.9
GA,Lincoln,1741,3173,1432,4641,452,34366,1005,2365,1575,769,17.6,41.4,27.6,13.5
ID,Lincoln,1055,1469,414,1940,367,34366,671,1128,1129,330,20.6,34.6,34.7,10.1
KS,Lincoln,1007,1273,266,1570,249,34366,137,686,849,488,6.3,31.8,39.3,22.6
ME,Lincoln,-2428,10256,12684,23594,417,34366,1877,8674,7034,8561,7.2,33.2,26.9,32.7
MN,Lincoln,1184,2121,937,3115,484,34366,350,1542,1397,741,8.7,38.3,34.7,18.4
MO,Lincoln,15241,21848,6607,29018,4094,34366,4273,15381,11028,5802,11.7,42.2,30.2,15.9
MT,Lincoln,5837,8672,2835,11747,1398,34366,1798,5162,4822,2988,12.2,34.9,32.6,20.2
NV,Lincoln,1737,2067,330,2446,344,34366,540,1225,1317,665,14.4,32.7,35.1,17.7
NM,Lincoln,3748,6942,3194,10306,1446,34366,1240,4258,4848,4290,8.5,29.1,33.1,29.3
NC,Lincoln,23067,36341,13274,50217,7417,34366,8357,18013,19152,12375,14.4,31.1,33.1,21.4
OR,Lincoln,-4925,12460,17385,30726,0,34366,3468,10126,14354,8886,9.4,27.5,39,24.1
SD,Lincoln,7636,19617,11981,32396,6890,34366,1815,7635,11868,13882,5.2,21.7,33.7,39.4
TN,Lincoln,9362,12281,2919,15608,3115,34366,4008,9664,5617,4454,16.9,40.7,23.7,18.8
WA,Lincoln,3437,5150,1713,7033,303,34366,653,2173,2963,1788,8.6,28.7,39.1,23.6
WV,Lincoln,4301,6012,1711,7830,998,34366,2850,6977,3772,1296,19.1,46.8,25.3,8.7
WI,Lincoln,3756,10017,6261,16497,2807,34366,1799,7932,7095,3757,8.7,38.5,34.5,18.3
WY,Lincoln,7134,8643,1509,10468,983,34366,777,3998,4964,2841,6.2,31.8,39.5,22.6
TN,Loudon,14765,21713,6948,29347,4273,54068,5397,12763,9683,9921,14.3,33.8,25.6,26.3
TN,McMinn,13837,18198,4361,22844,4892,53794,5665,15867,9800,5880,15.2,42.6,26.3,15.8
TN,McNairy,7150,9093,1943,11275,1840,25694,3456,8023,4362,2310,19,44.2,24,12.7
AL,Macon,-5567,1541,7108,8723,1017,24602,2215,3658,3752,2510,18.3,30.1,30.9,20.7
GA,Macon,-1075,1783,2858,4663,525,24602,2604,3259,2874,820,27.2,34.1,30.1,8.6
MO,Macon,4414,6076,1662,7836,1167,24602,1302,4673,2898,1649,12.4,44.4,27.5,15.7
NC,Macon,7981,14211,6230,20743,2097,24602,2938,7914,8768,6252,11.4,30.6,33.9,24.2
TN,Macon,6789,8096,1307,9487,2441,24602,3348,7306,3581,1586,21.2,46.2,22.6,10
AL,Madison,15494,102780,87286,194767,26231,97984,21617,50768,69750,101650,8.9,20.8,28.6,41.7
AR,Madison,4095,5658,1563,7351,1034,97984,2242,5037,2382,1375,20.3,45.6,21.6,12.5
GA,Madison,7915,11326,3411,14937,2356,97984,3323,7534,5406,3582,16.7,38,27.2,18
ID,Madison,10893,13559,2666,17112,5143,97984,666,2559,7145,5923,4.1,15.7,43.9,36.4
IL,Madison,18195,76031,57836,137558,25785,97984,14564,56749,65830,47775,7.9,30.7,35.6,25.8
IN,Madison,11691,31215,19524,51793,11309,97984,10755,35132,27988,16174,11.9,39,31.1,18
IA,Madison,3373,6507,3134,9824,1303,97984,554,3868,3776,2569,5.1,35.9,35.1,23.9
MO,Madison,3565,4584,1019,5676,1331,97984,1528,2950,2789,1297,17.8,34.4,32.6,15.1
MT,Madison,2420,4191,1771,6113,638,97984,302,2185,2118,1868,4.7,33.8,32.7,28.9
NE,Madison,8462,11940,3478,15819,4259,97984,2260,7034,8494,5147,9.9,30.7,37,22.4
NY,Madison,3601,18408,14807,34038,3497,97984,4215,16311,14469,12911,8.8,34,30.2,27
NC,Madison,3078,7979,4901,13076,1057,97984,2229,4678,4136,4213,14.6,30.7,27.1,27.6
TN,Madison,5553,23943,18390,42950,5408,97984,7603,22363,18114,16810,11.7,34.5,27.9,25.9
TX,Madison,3081,4169,1088,5297,1614,97984,1939,3754,2675,1321,20,38.7,27.6,13.6
AL,Marion,10742,12205,1463,13807,2109,28907,4343,7435,6770,2806,20.3,34.8,31.7,13.1
AR,Marion,4252,5783,1531,7503,590,28907,1636,4583,4091,2148,13.1,36.8,32.8,17.2
GA,Marion,963,2275,1312,3625,343,28907,1412,2331,1579,803,23.1,38.1,25.8,13.1
IN,Marion,-113597,134175,247772,389619,86656,28907,88886,173635,169794,188718,14.3,28,27.3,30.4
IA,Marion,6485,12663,6178,19232,3196,28907,1431,7665,6814,5702,6.6,35.5,31.5,26.4
KS,Marion,2914,4377,1463,5969,942,28907,754,2549,2884,2068,9.1,30.9,34.9,25.1
MO,Marion,6713,9915,3202,13348,2586,28907,2225,7348,5664,4023,11.6,38.2,29.4,20.9
OR,Marion,-1870,79002,80872,165534,0,28907,32419,60875,76493,50130,14.7,27.7,34.8,22.8
SC,Marion,-3161,5711,8872,14704,2670,28907,4168,8466,5934,3131,19.2,39,27.3,14.4
TN,Marion,6734,9911,3177,13256,2125,28907,3842,8008,6088,2355,18.9,39.5,30,11.6
TX,Marion,2131,3470,1339,4864,308,28907,1250,3083,2114,1126,16.5,40.7,27.9,14.9
WV,Marion,7399,16300,8901,25794,2505,28907,4158,15601,9969,9079,10.7,40.2,25.7,23.4
AL,Marshall,27248,33191,5943,39655,9379,34375,12151,19818,19442,12233,19.1,31.1,30.5,19.2
IN,Marshall,8132,13844,5712,19927,5185,34375,4678,12010,7781,6293,15.2,39,25.3,20.5
IA,Marshall,1395,9571,8176,18136,4397,34375,4362,9093,8156,5065,16.4,34.1,30.6,19
KS,Marshall,2423,3662,1239,5023,1020,34375,505,2981,2125,1282,7.3,43.2,30.8,18.6
MN,Marshall,2426,3721,1295,5113,691,34375,752,2411,2154,1251,11.4,36.7,32.8,19
SD,Marshall,429,1287,858,2178,268,34375,256,1060,1168,786,7.8,32.4,35.7,24
TN,Marshall,7438,11043,3605,14878,3042,34375,3363,9354,6262,3179,15.2,42.2,28.3,14.3
WV,Marshall,6980,10435,3455,14080,2118,34375,2088,9969,6762,4273,9,43.2,29.3,18.5
TN,Maury,17046,31464,14418,46657,10537,96387,6556,22132,19668,13498,10.6,35.8,31.8,21.8
TN,Meigs,3459,4467,1008,5532,1117,12422,1334,3901,2451,903,15.5,45.4,28.5,10.5
AL,Monroe,1692,6147,4455,10668,935,46545,2409,6805,3464,2078,16.3,46.1,23.5,14.1
AR,Monroe,398,1545,1147,2816,596,46545,1168,2199,1205,537,22.9,43,23.6,10.5
GA,Monroe,6672,11057,4385,15590,1628,46545,2858,6461,4724,5008,15,33.9,24.8,26.3
IN,Monroe,-17790,22071,39861,63151,9710,46545,6525,18205,20567,37962,7.8,21.9,24.7,45.6
IA,Monroe,1897,2975,1078,4088,838,46545,639,2173,1644,885,12,40.7,30.8,16.6
MI,Monroe,19735,52710,32975,87148,8264,46545,9209,37772,37731,20036,8.8,36.1,36,19.1
MO,Monroe,2541,3477,936,4483,580,46545,644,2957,1735,786,10.5,48.3,28.3,12.8
NY,Monroe,-80085,145661,225746,380983,48164,46545,49470,122362,146393,192281,9.7,24,28.7,37.7
PA,Monroe,-5334,38726,44060,83829,8434,46545,12284,40893,34046,28147,10.6,35.4,29.5,24.4
TN,Monroe,13019,16783,3764,20797,3975,46545,6822,13004,8401,4142,21.1,40.2,26,12.8
WV,Monroe,3723,5068,1345,6490,757,46545,1647,5210,1741,1377,16.5,52.2,17.5,13.8
WI,Monroe,5342,13775,8433,22611,4094,46545,2973,11445,10134,6112,9.7,37.3,33,19.9
AL,Montgomery,-31218,33311,64529,99139,19076,208993,21646,38289,41976,48131,14.4,25.5,28,32.1
AR,Montgomery,2315,3046,731,3873,481,208993,1461,2450,2075,722,21.8,36.5,30.9,10.8
GA,Montgomery,1980,2960,980,3967,665,208993,1093,2330,1703,842,18.3,39,28.5,14.1
IN,Montgomery,8446,12659,4213,17198,3598,208993,2718,10707,7793,4687,10.5,41.3,30.1,18.1
IA,Montgomery,2076,3659,1583,5327,922,208993,700,2621,2505,1232,9.9,37.1,35.5,17.5
KS,Montgomery,6621,9768,3147,13177,703,208993,2502,6455,9201,4051,11.3,29.1,41.4,18.2
MD,Montgomery,-318347,101222,419569,533743,59155,208993,62517,94875,135383,421720,8.7,13.3,18.9,59
MO,Montgomery,3257,4465,1208,5772,550,208993,1294,3656,2098,1121,15.8,44.8,25.7,13.7
NY,Montgomery,4768,12745,7977,21134,2698,208993,4852,12028,11357,5976,14.2,35.2,33.2,17.5
NC,Montgomery,4084,8411,4327,12849,2470,208993,3933,6628,5637,2795,20.7,34.9,29.7,14.7
PA,Montgomery,-134051,185460,319511,510157,44145,208993,33289,137292,124775,280456,5.8,23.8,21.7,48.7
TN,Montgomery,9715,42187,32472,76758,11861,208993,9090,35180,43848,32983,7.5,29.1,36.2,27.2
TX,Montgomery,119005,193382,74377,271451,32894,208993,45597,80427,109691,125054,12.6,22.3,30.4,34.7
NC,Moore,15985,36764,20779,58339,6016,6488,6633,15230,21771,25502,9.6,22,31.5,36.9
TN,Moore,2315,2888,573,3539,669,6488,655,1912,1044,942,14.4,42,22.9,20.7
TX,Moore,3297,4359,1062,5508,1878,6488,4171,2916,3637,1792,33.3,23.3,29.1,14.3
AL,Morgan,26430,39664,13234,53722,10922,21403,13706,24350,26356,17849,16.7,29.6,32,21.7
GA,Morgan,4878,8231,3353,11706,1030,21403,1691,4357,3877,2613,13.5,34.8,30.9,20.8
IL,Morgan,4874,9950,5076,15333,3409,21403,1991,9760,7468,4782,8.3,40.7,31.1,19.9
IN,Morgan,19731,27512,7781,36159,5688,21403,5912,19156,14730,8089,12.3,40,30.8,16.9
MO,Morgan,5518,7442,1924,9487,1594,21403,2945,5701,3753,1831,20.7,40.1,26.4,12.9
TN,Morgan,5763,6930,1167,8228,1557,21403,2930,7878,3698,1145,18.7,50.3,23.6,7.3
WV,Morgan,4539,6537,1998,8695,700,21403,1861,5237,3760,2269,14.2,39.9,28.6,17.3
TN,Obion,8201,10790,2589,13521,3140,30069,3541,9580,5057,3194,16.6,44.8,23.7,14.9
TN,Overton,5885,7918,2033,10037,2008,22241,3146,6963,3268,2019,20.4,45.2,21.2,13.1
AL,Perry,-2521,1339,3860,5230,883,8076,1275,2293,1334,913,21.9,39.4,22.9,15.7
AR,Perry,2467,3479,1012,4627,544,8076,1202,2938,2226,858,16.6,40.7,30.8,11.9
IN,Perry,2142,5345,3203,8722,1646,8076,1434,6388,3732,2028,10.6,47,27.5,14.9
MO,Perry,5993,7657,1664,9447,1994,8076,1631,5840,3507,2088,12.5,44.7,26.8,16
PA,Perry,12343,18293,5950,24652,2143,8076,4056,15123,8009,5350,12.5,46.5,24.6,16.4
TN,Perry,2160,2775,615,3428,854,8076,1439,1976,1514,642,25.8,35.5,27.2,11.5
TN,Pickett,1856,2381,525,2931,462,5048,906,1563,1021,332,23.7,40.9,26.7,8.7
AR,Polk,5789,7035,1246,8490,1444,16832,2166,5275,4789,1872,15.4,37.4,34,13.3
GA,Polk,9930,13587,3657,17396,3443,16832,5737,10864,7472,3345,20.9,39.6,27.3,12.2
IA,Polk,-39450,106800,146250,258755,48135,16832,26653,77890,95824,113109,8.5,24.8,30.6,36.1
MN,Polk,4426,9865,5439,15594,3119,16832,1726,6837,7522,5115,8.1,32.3,35.5,24.1
MO,Polk,8965,11850,2885,15064,3110,16832,2522,7499,6072,4111,12.5,37.1,30.1,20.3
NC,Polk,3171,7689,4518,12358,901,16832,1433,4108,5248,5014,9.1,26,33.2,31.7
OR,Polk,815,23732,22917,48291,0,16832,4993,12543,18931,15728,9.6,24,36.3,30.1
TN,Polk,5300,6792,1492,8360,1440,16832,2402,4772,3680,1344,19.7,39.1,30.2,11
TX,Polk,13186,18573,5387,24181,1296,16832,6800,12601,10134,4799,19.8,36.7,29.5,14
WI,Polk,7241,16611,9370,26371,3620,16832,2031,11710,10956,6327,6.5,37.7,35.3,20.4
GA,Putnam,4843,8291,3448,11855,1519,80245,2260,5803,3982,3438,14.6,37.5,25.7,22.2
IN,Putnam,8332,12278,3946,16597,3054,80245,2678,10860,7263,3984,10.8,43.8,29.3,16.1
MO,Putnam,1623,1984,361,2361,219,80245,358,1373,986,632,10.7,41,29.4,18.9
NY,Putnam,4330,29283,24953,54989,7384,80245,4951,18926,18394,28027,7,26.9,26.2,39.9
TN,Putnam,14574,23759,9185,33593,8720,80245,6860,18133,11564,12473,14,37,23.6,25.4
WV,Putnam,12156,20034,7878,28501,3225,80245,2927,14877,11477,10654,7.3,37.3,28.7,26.7
TN,Rhea,8681,11050,2369,13637,3525,33167,4785,8192,5728,3349,21.7,37.1,26,15.2
TN,Roane,13187,19230,6043,25917,4368,53382,4608,14447,12303,7579,11.8,37.1,31.6,19.5
WV,Roane,2758,4213,1455,5763,424,53382,2284,4384,2259,1264,22.4,43,22.2,12.4
TN,Robertson,15844,24536,8692,33717,6672,71813,5856,18263,14066,8712,12.5,38.9,30,18.6
TX,Robertson,3272,5646,2374,8099,1458,71813,1843,4179,3540,1839,16.2,36.7,31,16.1
NC,Rutherford,15756,24891,9135,34429,5789,332285,8245,15142,15844,8193,17.4,31.9,33.4,17.3
TN,Rutherford,22139,81480,59341,143878,31265,332285,16820,54236,59409,61339,8.8,28.3,31,32
AR,Scott,2479,2962,483,3551,569,22068,1468,2984,1858,631,21.1,43,26.8,9.1
IN,Scott,4630,7328,2698,10161,2339,22068,2627,7226,4547,1954,16.1,44.2,27.8,11.9
IA,Scott,-3243,43683,46926,92599,16277,22068,8215,34749,36288,37088,7.1,29.9,31.2,31.9
KS,Scott,1701,1991,290,2322,472,22068,506,922,971,794,15.8,28.9,30.4,24.9
MN,Scott,5832,45872,40040,87965,11862,22068,4801,20820,30145,36166,5.2,22.6,32.8,39.3
MO,Scott,10016,13769,3753,17719,3672,22068,4055,11081,7390,3821,15.4,42.1,28,14.5
TN,Scott,7018,8004,986,9052,1534,22068,3160,6699,3632,1392,21.2,45,24.4,9.4
TN,Sequatchie,4557,5855,1298,7252,1244,15026,1839,4114,3023,1531,17.5,39.2,28.8,14.6
AR,Sevier,2768,3884,1116,5202,1659,98250,2752,3859,2858,1232,25.7,36.1,26.7,11.5
TN,Sevier,25062,33783,8721,43535,9998,98250,11002,24905,20759,11714,16.1,36.4,30.4,17.1
UT,Sevier,7968,9052,1084,10363,1831,98250,1313,4320,5181,2226,10.1,33.1,39.7,17.1
AL,Shelby,46432,79700,33268,114950,17773,937166,11258,29106,42634,60424,7.8,20.3,29.7,42.1
IN,Shelby,9545,14568,5023,19991,4348,937166,3679,13118,7971,5977,12,42.7,25.9,19.4
IA,Shelby,2738,4697,1959,6795,1103,937166,665,2976,2895,1719,8.1,36.1,35.1,20.8
MO,Shelby,2108,2700,592,3350,346,937166,413,1777,1273,709,9.9,42.6,30.5,17
TN,Shelby,-116290,129815,246105,382055,78169,937166,72057,167979,180080,189720,11.8,27.5,29.5,31.1
TX,Shelby,5907,7975,2068,10084,822,937166,4072,5444,4438,2366,25,33.4,27.2,14.5
KS,Smith,1406,1734,328,2092,250,20157,185,1010,1038,527,6.7,36.6,37.6,19.1
TN,Smith,5334,7136,1802,9051,1879,20157,1997,6304,3481,1663,14.9,46.9,25.9,12.4
TX,Smith,39465,69080,29615,100075,10192,20157,21656,35529,51517,37849,14.8,24.2,35.2,25.8
GA,Stewart,-381,801,1182,1990,668,13715,1292,1923,827,512,28.4,42.2,18.2,11.2
TN,Stewart,3718,4950,1232,6296,884,13715,1370,4044,2696,1415,14.4,42.5,28.3,14.9
IN,Sullivan,4538,6691,2153,8994,1969,158348,1675,6652,4942,1607,11.3,44.7,33.2,10.8
MO,Sullivan,1496,1974,478,2471,740,158348,693,2203,1031,545,15.5,49.3,23.1,12.2
NY,Sullivan,3176,18665,15489,34647,4221,158348,7344,17834,15609,12314,13.8,33.6,29.4,23.2
PA,Sullivan,1698,2619,921,3595,241,158348,505,2385,1173,851,10.3,48.5,23.9,17.3
TN,Sullivan,38588,55860,17272,74357,11709,158348,15302,39550,33055,25934,13.4,34.7,29,22.8
